user_code,lang,sex,age,ethnicity,education,work,marital_status,task_group,agent_group,extraversion,agreeableness,conscientiousness,emotional_stability,openness,ai_trust,social_support,self_esteem,normative,continuance,affective,trust,obedience,reactance,task_1_commonality,task_2_commonality,task_3_commonality,personalization,convincing,informativeness,helpfulness,helpfulness_keywords,ai_influence_detect,comments,conv_len
P_136,en,Female,35,White,Postgraduate,Full-time,Married,Emotional,MA,5.0,1.5,5.5,4.0,3.5,31,11,29,5.0,4.5,4.5,3.5,3.75,4.5,5,4,3,5,4,5,I think they were helpful in comparing the options to show you how they were different.,helpful,0,,10.0
P_137,en,Female,24,White,College,Full-time,Married,Emotional,MA,4.5,3.0,6.0,5.5,6.0,47,14,40,7.0,6.75,6.5,7.0,5.5,6.75,5,2,1,9,10,10,Yes as it was bringing in more insights that I related to from my traits,helpful,0,Nope!,10.0
P_138,en,Male,42,Other,Postgraduate,Full-time,Married,Emotional,Neutral,2.5,1.0,6.5,7.0,3.5,23,11,28,7.0,6.0,5.5,5.0,5.25,5.25,7,5,7,5,8,7,it was helpful and chose things that made sense and said why.,helpful,0,no,10.0
P_139,en,Male,43,White,College,Full-time,Separated,Emotional,SEMA,4.0,1.5,5.5,4.5,5.5,24,9,31,5.75,3.5,4.75,4.75,3.0,4.0,6,3,6,3,4,4,I think the lack of citation of sources gives me pause.,unhelpful,0,no,10.0
P_140,en,Female,20,Black,College,Unemployed,Single,Emotional,SEMA,7.0,1.0,4.5,4.0,7.0,19,13,41,6.5,5.5,5.0,4.75,4.25,5.75,10,9,8,5,6,4,"Sometimes. Sometimes it was insightful and made me consider things that I hadn't before, sometimes it would just repeat the same ideas.",unhelpful,0,"Very interesting, thank you",11.333333333333334
P_141,en,Male,24,White,High school,Part-time,Single,Emotional,Neutral,5.0,1.5,5.5,5.5,6.5,45,7,29,7.0,5.0,6.0,4.0,5.25,7.0,8,10,2,7,9,9,I think the assistant was helpful. It listened to my concerns and ideas. It leaded me into the right direction and actually changed my mind on the best option. It helped me understand each option clearly and had no trouble answering any questions I had.,helpful,0,This was a very interesting study. I think this idea is going in the right direction.,10.0
P_142,en,Male,30,White,High school,Unemployed,Single,Emotional,SEMA,2.5,2.0,4.5,3.5,5.5,37,9,22,6.0,5.0,3.5,4.0,4.5,5.0,6,2,1,2,3,2,"The assistant seemed fixated on a particular option each time, and didn't seem to budge from that preference no matter how much I explained the benefits of other options.",unhelpful,1,,10.0
P_143,en,Female,51,Hispanic,Postgraduate,Full-time,Single,Emotional,MA,6.5,3.0,6.0,4.0,4.0,44,13,42,6.25,6.75,4.5,4.0,6.25,6.0,10,10,10,10,10,10,"yes, very helpful this experiment. I had not tried AI this way. I learned something new today and will start using AI more deeply",helpful,0,,10.0
P_144,en,Male,41,White,High school,Part-time,Single,Emotional,SEMA,3.0,0.0,7.0,7.0,6.5,44,12,44,7.0,4.25,5.25,5.0,5.25,6.0,2,2,2,3,2,7,"It was helpful with very general advice, but not really at all beyond that. It repeated the same suggestions over and over in slightly different wording, even if I told it immediately before that this type of advice won't work or doesn't apply in this situation. I think this AI could definitely work for people having issues in a very general sense as it's all pretty good life advice to follow, but it wasn't able to adapt to what I was actually saying in the moment and constantly gave me ineffective or sometimes bad advice.  I wouldn't consider any of its responses to be completely helpful to the situations I provided it, even when I was trying to purposely steer the conversation that way.","unhelpful, generic",1,,10.666666666666666
P_145,en,Female,39,White,Postgraduate,Part-time,Married,Financial,SEMA,3.5,0.0,7.0,6.5,7.0,48,10,43,6.75,6.25,6.0,6.0,5.75,6.25,9,10,9,9,9,10,The assistant provided indepth explanations on each of the options and guided well on the preferences making it easier for me to increase my confidence levels.,helpful,0,No,10.333333333333334
P_146,en,Male,34,White,Postgraduate,Full-time,Married,Emotional,Neutral,4.0,2.5,6.5,4.5,6.5,36,11,42,7.0,6.75,5.75,5.25,6.5,5.5,9,10,9,9,10,9,"The assistant made very logical and practical recommendations which i could definitely make use of in a real life scenario, i truely recommend it's input",helpful,0,,10.333333333333334
P_147,en,Female,24,White,Postgraduate,Full-time,Single,Emotional,Neutral,5.0,0.0,6.5,6.5,6.0,50,14,37,7.0,7.0,5.5,6.5,6.5,6.75,8,9,9,10,10,10,THE ASSISTANT WAS SO HELPFUL IN THAT IT HELPED ME UNDERSTAND THE DYNAMICS OF A WORKING RELATIONSHIP,helpful,0,I LOVE THIS STUDY,10.0
P_148,en,Female,39,White,High school,Part-time,Married,Financial,SEMA,5.5,2.0,6.0,5.5,5.5,30,7,30,4.75,5.25,4.0,1.75,3.75,5.25,7,7,10,7,6,7,Yes it was some what helpful when i asked for options,helpful,0,,10.333333333333334
P_149,en,Male,67,White,Postgraduate,Full-time,Married,Emotional,MA,5.0,0.0,7.0,7.0,7.0,50,14,44,7.0,7.0,7.0,5.5,5.25,7.0,5,10,7,10,10,10,Yes,helpful,0,,10.333333333333334
P_150,en,Male,26,Black,High school,Part-time,Single,Emotional,SEMA,4.0,1.0,6.5,6.0,6.5,40,9,32,6.25,6.25,4.75,5.0,4.75,6.75,6,5,7,9,7,10,the assistant was helpful decision making to point that i feel more confidence approach my problem easily,helpful,0,"i learn a lot in this experiment, my confidence were build.",11.666666666666666
P_151,en,Female,24,Black,Postgraduate,Part-time,Single,Financial,Neutral,4.0,2.5,6.5,5.0,6.0,50,8,40,5.25,7.0,6.25,5.75,4.75,6.0,7,7,8,10,10,10,cleared information that was confusing,helpful,0,no,10.333333333333334
P_152,en,Male,30,Black,Postgraduate,Full-time,Married,Emotional,Neutral,4.0,2.0,5.5,4.5,4.0,35,13,36,6.0,6.0,6.0,6.0,6.0,6.0,7,8,8,9,9,9,"Yes, the assistant was helpful in making decisions. It provided structured and thoughtful suggestions based on the information shared, guiding the decision-making process in a clear and supportive way.",helpful,0,no comment,10.666666666666666
P_153,en,Female,42,Black,Postgraduate,Full-time,Married,Emotional,Neutral,4.0,0.5,6.0,6.0,6.0,45,12,36,5.5,5.75,6.25,6.0,6.0,5.5,8,8,8,9,9,9,It was very helpful when it comes to giving constructive suggestions,helpful,0,no,10.666666666666666
P_154,en,Female,24,Black,Postgraduate,Part-time,Married,Financial,Neutral,4.5,1.0,6.0,4.5,5.5,40,10,39,6.0,6.25,4.75,4.25,4.5,5.75,8,7,9,9,9,9,"Yes, it was very helpful. It helped me see reason as to what is what and how it aligned with the given scenario",helpful,0,No.,11.333333333333334
P_155,en,Male,34,White,College,Full-time,Single,Emotional,MA,2.5,3.5,2.5,2.5,5.5,41,5,13,6.75,7.0,5.75,4.5,4.25,6.5,10,10,5,9,10,10,Yes an it made me feel more secure and not judged,helpful,0,The AI made me feel a lot better an gave me a really good impression of them,10.666666666666666
P_156,en,Male,38,White,Undergraduate,Full-time,Married,Financial,Neutral,3.5,2.5,4.5,3.5,3.0,39,10,31,5.75,5.75,5.25,5.5,6.0,4.75,8,9,9,9,9,9,yes the Assistant was very helpful in my decision making,helpful,0,none,10.0
P_157,en,Female,52,Black,College,Other,Single,Financial,MA,7.0,0.0,5.5,6.5,7.0,38,12,35,7.0,5.5,5.25,4.75,3.5,5.75,7,7,8,9,10,7,It was somewhat helpful but I felt that most of what was said was a summary of the descriptions that I read.,helpful,0,It took over an hour to complete this survey but it was interesting to see how AI functions.,11.333333333333334
P_158,en,Male,44,White,College,Full-time,Married,Emotional,Neutral,1.0,0.5,7.0,7.0,3.5,50,10,42,7.0,6.0,5.0,4.5,4.25,4.5,3,1,2,10,10,10,"Yes, I thought it was very insightful and explained itself well.",helpful,0,nothing that comes to mind. Thanks for asking though.,10.0
P_159,en,Female,40,Black,College,Full-time,Married,Financial,Neutral,2.5,1.5,6.5,5.0,6.0,41,10,35,4.0,5.25,4.25,3.5,5.0,5.5,7,9,10,8,9,10,yes please it was really reliable considering its precise briefing of the questions making it easy to be understood,helpful,0,love the survey,11.666666666666666
P_160,en,Male,40,White,High school,Full-time,Single,Emotional,Neutral,6.5,1.0,5.0,5.5,5.5,34,9,27,6.25,5.75,6.0,5.5,6.0,6.5,8,7,10,7,8,7,"I think it actually really helped my decisions, it knew enough about me to kind of know which option I would prefer already",helpful,0,Thanks for the opportunity,11.333333333333334
P_161,en,Male,38,Black,Postgraduate,Part-time,Married,Emotional,Neutral,5.0,4.0,6.0,3.5,7.0,46,11,32,6.5,5.25,4.25,3.25,4.75,6.5,9,8,9,10,9,8,the assistance Ai was helpful in recommending physiological therapy and mental health care .,helpful,0,"Non, Thanks.",11.0
P_162,en,Female,45,White,High school,Full-time,Single,Emotional,Neutral,3.0,3.0,6.0,5.0,5.5,50,5,22,5.5,4.5,4.75,3.5,4.5,4.5,9,9,9,8,8,8,it mostly just reiterated what was already written followed up by as in option a.,"unhelpful, generic",0,very repetitive,10.333333333333334
P_163,en,Female,32,White,Undergraduate,Full-time,Married,Emotional,MA,5.0,0.0,7.0,7.0,7.0,46,10,40,6.75,7.0,6.75,5.75,5.0,7.0,10,9,10,10,10,10,"The assistant was very helpful, it was giving me  great hints, recommendations and options to handle  the issues",helpful,0,,10.666666666666666
P_164,en,Female,28,Black,Postgraduate,Full-time,Single,Financial,MA,3.0,0.5,7.0,5.5,5.5,39,10,34,4.75,5.0,5.25,4.75,6.0,6.75,8,6,9,8,9,10,its helpful with a better insightful option with detailed reasons why each of the options is much better than other preference with a list of differences among the options.,helpful,0,"at first I had difficulties understanding the task but when I read the guide it I understood the task, I did enjoy this experiment and will love to use a web site with such AI to shop for cloths.",10.0
P_165,en,Male,50,White,Undergraduate,Part-time,Single,Emotional,Neutral,5.0,3.0,5.5,1.5,6.0,34,9,27,6.5,6.0,4.75,5.0,6.0,6.0,8,8,8,8,9,9,The assistant was very helpful and performed to my expectations.,helpful,0,I look forward to future studies.,17.0
P_166,en,Female,20,Black,Postgraduate,Full-time,Single,Emotional,MA,4.0,1.5,5.5,6.0,6.5,35,10,31,5.5,5.5,5.75,5.5,5.5,5.5,8,6,3,8,9,9,The assistant was really helpful by providing every reason to each statement he mentioned and also not countering my own opinions,"helpful, reflective",0,The study was indeed helpful and very mind enhancing,10.0
P_167,en,Female,19,White,High school,Full-time,Single,Emotional,Neutral,1.5,3.0,6.5,3.5,5.5,29,10,22,6.0,6.5,5.0,5.25,5.0,5.5,10,10,6,8,9,7,I think it was helpful especially when it came to the friends conflict. It felt like it was truly understanding me.,helpful,0,,10.166666666666666
P_168,en,Female,40,Black,Undergraduate,Part-time,Married,Emotional,MA,4.5,1.5,6.5,6.0,5.5,43,10,35,5.0,4.75,4.75,5.0,4.5,4.5,6,6,6,7,9,9,yes,helpful,0,no,10.333333333333334
P_169,en,Female,26,White,College,Full-time,Single,Emotional,MA,6.0,0.5,6.5,7.0,6.5,50,14,39,5.0,7.0,6.0,6.0,6.0,6.25,1,1,1,10,10,10,The assistant was helpful. It provided great insights on the recommendations and suggestions provided.,helpful,0,,10.333333333333334
P_170,en,Male,52,Black,Postgraduate,Full-time,Single,Emotional,SEMA,4.5,5.0,7.0,6.5,7.0,46,11,42,6.5,6.75,5.5,3.5,5.75,6.0,7,8,9,9,9,10,Very helpful,helpful,0,A very interesting study,10.5
P_171,en,Male,39,Hispanic,College,Full-time,Married,Financial,MA,1.5,0.0,6.5,3.0,2.5,36,8,15,6.75,4.25,6.5,5.5,6.5,6.0,8,8,8,10,10,10,"The assistant was extremely helpful and made the choices easy to make, where as, alone, I had issues making a decision.",helpful,0,,10.0
P_172,en,Male,38,Asian,Postgraduate,Full-time,Married,Emotional,SEMA,4.0,3.5,6.5,4.0,7.0,39,7,34,6.5,6.5,6.0,6.25,5.5,5.75,9,9,8,9,10,9,I think it was very helpful in finding out different perspectives for the situation.,helpful,0,No,10.333333333333334
P_173,en,Male,46,White,Undergraduate,Full-time,Married,Emotional,MA,5.5,0.0,7.0,7.0,7.0,42,13,38,6.0,6.25,5.75,5.25,4.75,5.5,2,4,4,8,9,8,"The assistant was helpful in guiding me through the decision-making process by providing thoughtful insights and asking relevant questions. It helped me gain clarity on my options and consider different perspectives, making it easier to evaluate my choices.",helpful,0,The experiment was engaging and provided a thoughtful way to reflect on real-life scenarios. The structured process and interaction with the assistant made decision-making feel more deliberate and insightful.,10.0
P_174,en,Female,40,White,Postgraduate,Full-time,Married,Emotional,Neutral,5.0,1.5,6.5,5.5,6.5,39,9,36,5.75,4.75,5.5,3.5,4.5,4.75,9,8,7,8,7,6,It understood the perspective of the one involved,helpful,0,no,10.666666666666666
P_175,en,Male,26,Black,College,Part-time,Single,Emotional,Neutral,1.0,3.0,4.5,6.5,4.0,33,9,21,7.0,5.75,4.75,5.5,5.5,6.25,8,7,10,9,8,8,I thought the assistant was helpful in making certain decisions. Its ability to break down scenarios in a simplified manner allowed for more deductive reasoning when answering specified questions.,helpful,0,No.,10.0
P_176,en,Female,54,Hispanic,College,Full-time,Divorced,Financial,Neutral,6.5,1.0,6.5,6.5,7.0,38,14,32,6.75,6.0,6.25,5.75,5.5,6.5,7,6,8,9,8,8,I thought the assistant was helpful in breaking down all the criteria's I had and narrowing down the choice options rather quicky and effectively.,helpful,0,,12.0
P_177,en,Male,45,White,College,Unemployed,Married,Financial,MA,1.0,1.5,6.0,6.5,4.0,29,11,28,6.25,5.25,5.0,4.75,4.75,6.0,7,7,8,8,9,9,Yes. The AI picked out things about the options that I didn't even notice when reading about them.,helpful,0,,10.666666666666666
P_178,en,Male,48,White,High school,Full-time,Married,Emotional,MA,5.5,2.5,7.0,5.0,6.0,40,11,36,6.75,6.5,5.75,6.0,6.5,7.0,5,8,6,8,10,10,"Yes, it was helpful. I was surprised how well it was able to correspond with me.",helpful,0,no this was fun,11.0
P_179,en,Male,21,Black,Undergraduate,Full-time,Single,Financial,Neutral,3.0,4.0,5.5,2.5,5.0,41,11,28,5.75,5.0,4.5,4.75,4.0,5.25,7,7,7,6,7,6,"yes, was helpful the problem is didnt provide efficient information",helpful,0,no,10.0
P_180,en,Male,35,White,College,Full-time,Single,Financial,SEMA,1.0,4.5,5.5,3.5,6.0,27,10,31,6.0,6.25,5.75,2.5,3.25,6.25,6,6,7,8,9,9,"Yes, it took my questions and offered reasonable responses based on the information provided.",helpful,0,,10.666666666666666
P_181,en,Female,36,Other,Undergraduate,Part-time,Single,Financial,Neutral,7.0,0.0,7.0,7.0,6.5,20,8,44,7.0,6.75,5.0,6.25,6.75,7.0,5,6,10,10,10,10,"yes because whenever I asked a question, the assistant gave me a lot of information and was extremely knowledgable.",helpful,0,no all was well thank you,10.666666666666666
P_182,en,Female,29,White,College,Part-time,Single,Emotional,Neutral,2.5,3.0,4.0,3.0,6.0,27,12,26,6.0,5.0,4.5,2.5,3.0,4.25,9,9,9,3,4,4,mildly,helpful,0,,10.333333333333334
P_183,en,Female,47,White,Undergraduate,Part-time,Married,Emotional,Neutral,4.0,3.5,5.0,3.0,3.5,15,12,25,5.5,4.75,5.25,5.0,3.25,5.25,10,7,9,6,8,8,Yes as the AI helped me look at things objectively and could see logical potential outcomes to the decisions.,helpful,0,,10.666666666666666
P_184,en,Female,32,White,College,Full-time,Married,Emotional,Neutral,2.0,0.5,6.0,3.5,7.0,46,10,39,6.75,6.0,6.25,5.25,5.0,5.5,9,8,9,5,6,4,Not very helpful because it just seemed to reword what I was already saying and did not provide a lot of new thoughts or ideas.,"unhelpful, reflective",0,,10.333333333333334
P_185,en,Male,65,Black,Postgraduate,Full-time,Married,Financial,Neutral,5.0,2.0,5.5,5.0,5.5,36,11,32,7.0,6.0,5.75,4.25,6.5,6.25,9,9,9,8,9,9,It was helpful in giving decisions and guiding my choices,helpful,0,An interesting survey,10.0
P_186,en,Female,25,White,Postgraduate,Part-time,Married,Emotional,Neutral,3.5,0.0,7.0,5.0,6.5,35,10,41,6.25,6.0,5.25,3.75,4.75,6.0,3,6,5,7,9,9,"The assistant was great i must admit, the responses were valid and constructive.",helpful,0,No,10.666666666666666
P_187,en,Female,55,Black,College,Other,Married,Financial,MA,5.0,1.5,6.0,5.0,5.5,34,10,37,4.75,6.0,4.5,4.75,3.75,5.5,8,7,9,9,9,10,i think it was very helpful in analyzing the available options.,helpful,0,,10.0
P_188,en,Male,21,Asian,Undergraduate,Other,Single,Financial,Neutral,2.0,2.5,2.0,4.0,5.5,41,13,26,6.75,6.75,6.75,5.5,4.0,6.75,7,6,8,9,7,7,"It was helpful, but sometimes it just gave info on 1 option.",helpful,0,no,10.0
P_189,en,Female,24,Black,Undergraduate,Part-time,Single,Financial,SEMA,4.5,3.0,4.5,4.0,4.0,37,9,28,6.0,6.0,5.25,4.75,4.75,5.0,8,7,7,10,10,10,helpful,helpful,0,,10.333333333333334
P_190,en,Male,26,Black,Undergraduate,Full-time,Single,Emotional,Neutral,4.5,1.5,6.5,5.0,6.5,49,6,39,6.0,5.75,4.0,4.75,5.5,4.25,8,8,6,8,8,10,"Yes, everything was humanly done",helpful,0,It was a nice experience,10.0
P_191,en,Male,27,White,College,Full-time,Single,Emotional,MA,2.0,0.5,5.5,6.0,5.5,42,6,22,6.0,4.0,5.25,5.25,4.25,5.0,8,8,7,4,6,7,"It gave a few good examples of how to bring up the topic of feelings with a friend, so that it would feel less awkward.",helpful,0,,11.0
P_192,en,Male,36,Hispanic,College,Full-time,Married,Emotional,SEMA,6.0,0.5,4.0,5.0,6.5,27,10,30,6.25,5.25,5.25,3.0,3.5,5.5,3,6,8,7,8,7,It was helpful by giving the option It thought was best for me based on my personality,helpful,0,,10.0
P_193,en,Female,23,White,Undergraduate,Part-time,Married,Financial,Neutral,4.5,3.0,7.0,5.5,5.5,28,11,31,5.5,3.75,5.25,4.0,4.25,5.5,7,7,9,10,9,10,The assistant helped me realize some of my options better and guided me which made it helpful.,helpful,0,,10.0
P_194,en,Male,38,White,College,Full-time,Married,Financial,Neutral,3.0,2.5,5.5,4.0,4.0,32,8,30,6.0,5.0,5.0,4.5,4.5,4.5,9,8,8,9,9,9,Yes it was helpful. It could break down the results faster than I could read and compare. It seemed to be accurate when I was comparing.,helpful,0,I enjoyed this experiment.,10.0
P_195,en,Female,38,White,College,Full-time,Married,Emotional,Neutral,2.5,1.0,3.5,3.5,5.5,18,7,17,5.75,4.0,5.75,4.5,5.25,5.25,8,7,8,8,9,8,The assistant was helpful because it gave logical answers and valid reasoning for them.,helpful,0,No.,10.0
P_196,en,Female,57,White,High school,Full-time,Widowed,Emotional,SEMA,2.0,2.0,6.5,2.0,6.5,12,11,25,7.0,6.5,5.5,2.5,4.25,4.5,8,4,6,7,7,7,Yes.  Each scenario/suggestion was weighed and broken down clearly.,helpful,0,This was interesting.  Thank you for the opportunity.,10.666666666666666
P_197,en,Female,26,Asian,Undergraduate,Part-time,Single,Financial,SEMA,3.0,3.0,4.5,5.0,4.5,20,10,23,5.0,5.0,5.0,4.75,4.75,4.0,7,6,6,5,7,7,It was helpful for answering questions that I might've overlooked in the situation!,helpful,0,No,11.0
P_198,en,Male,28,White,Undergraduate,Full-time,Married,Financial,MA,3.5,2.0,6.5,6.0,4.5,41,11,32,6.5,5.5,5.5,4.75,3.75,5.0,7,8,10,10,10,10,it helped me identify which parts to care about for financial decisions.,helpful,0,,10.0
P_199,en,Female,36,Black,Undergraduate,Full-time,Married,Financial,Neutral,3.0,2.5,4.5,4.0,4.5,29,10,30,5.5,4.75,4.75,3.75,5.5,5.25,6,7,4,6,6,7,yes they explained a ll my questions in detail,helpful,0,no,10.0
P_200,en,Male,39,Black,Undergraduate,Full-time,Single,Financial,Neutral,1.0,0.5,4.5,2.0,5.0,35,8,21,7.0,6.0,6.5,5.75,6.75,6.25,6,6,6,8,8,8,The assistant did a good job of highlighting the pros and cons of each option.,helpful,0,no,10.666666666666666
P_201,en,Male,18,Asian,College,Unemployed,Single,Financial,Neutral,3.5,1.5,6.5,6.0,5.5,38,10,32,6.75,7.0,5.25,5.25,4.25,4.5,8,7,7,10,10,10,"Yes, it was helpful because it had given rankings based on specific preferences, it had the capability to evaluate and rank them based on what you needed while giving pros and cons.",helpful,0,Please indicate clearer that you must interact with the ai 10 times so that it doesn't take longer.,10.666666666666666
P_202,en,Female,42,White,High school,Other,Married,Emotional,SEMA,3.0,2.5,6.0,4.0,6.0,39,10,27,7.0,6.5,5.0,4.25,6.25,6.5,10,8,7,10,8,8,the suggestions were helpful,helpful,0,,10.0
P_203,en,Female,40,White,Postgraduate,Part-time,Married,Emotional,MA,5.0,2.0,6.0,6.5,6.5,49,12,38,6.25,6.0,6.0,4.75,5.75,5.25,10,10,10,10,10,10,"The AI was useful in offering well-balanced, lucid insights grounded in psychological concepts. It addressed both short-term and long-term strategies, provided workable answers, and aided in decision-making.",helpful,0,,10.0
P_204,en,Male,34,Asian,College,Part-time,Single,Financial,SEMA,2.5,2.0,4.5,4.5,5.0,26,7,21,6.25,4.5,5.0,4.0,4.5,5.5,7,4,5,4,3,6,"AI gave me more information, especially about fitness tracker brand",helpful,0,AI was biased for option c weight loss when option d seemed better,12.0
P_205,en,Female,42,White,Undergraduate,Full-time,Divorced,Financial,MA,4.5,2.5,7.0,5.0,6.5,28,13,44,6.0,6.0,5.0,4.75,5.25,5.75,7,7,7,8,8,8,Very helpful especially at answering my questions regarding differences as well as beneficial aspects of the items compared to each other.,helpful,0,,10.333333333333334
P_206,en,Female,33,White,College,Full-time,Married,Emotional,MA,6.0,0.5,4.0,3.0,6.5,39,12,30,4.5,4.75,5.25,3.25,3.75,5.0,9,7,3,9,9,10,Very helpful. AI alwasy gaev me the pros and cons to all the options availble,helpful,0,I enjoyed it very much,10.0
P_207,en,Female,27,White,Postgraduate,Full-time,Divorced,Financial,MA,3.5,3.5,4.5,4.5,3.5,41,8,25,6.25,6.25,6.25,6.0,6.25,5.75,8,7,8,8,7,8,The assistant help was accurate as it was huge in making my decision,helpful,0,The experiment further shows that AI is the present and the future,10.333333333333334
P_208,en,Male,32,White,High school,Part-time,Single,Financial,Neutral,3.0,4.5,5.0,4.5,5.0,34,8,26,6.25,5.75,5.25,5.0,5.0,5.5,5,5,7,8,8,9,it helped provide good recommendations and details and the responses were easy to understand,helpful,0,none thanks,10.0
P_209,en,Male,35,White,Undergraduate,Full-time,Single,Financial,SEMA,2.5,4.0,6.0,6.0,5.0,33,9,32,5.5,6.0,5.25,4.25,4.75,4.75,6,7,3,6,8,6,"There were some areas that the agent was quite helpful. Specifically, it seemed capable of going through the entire body of user reviews and was able to pick out specific items to answer targeted questions about user experiences. The agent was not very helpful in providing answers to time sensitive questions or location specific items. Specifically, it seemed either unwilling or unable to retrieve details on current promotions for weight loss products. It also was not helpful in learning whether the weight loss products were taxable or non-taxable grocery items. These details seem like they should be readily accessible on the product site.",helpful,1,"(a) On the final scenario, the chatbot seemed to express a preference for Option D. This seemed reasonable because Option D was, seemingly, the best option. But this also gave me cause for concern that maybe it was trying to push the option.  (b) The response wait times seemed very inconsistent. Sometimes it felt like several minutes would pass, other times it would need only a few seconds to respond. I did not know if maybe I was asking too complicated of questions for the longer reply times and simpler questions on the shorter response times. I do not think that I adjusted my asking style, but it was something that I had in the back of my mind.",11.0
P_210,en,Male,43,Black,Postgraduate,Full-time,Married,Financial,SEMA,3.5,0.5,6.0,6.5,6.5,41,12,32,7.0,7.0,7.0,6.0,7.0,7.0,8,9,9,10,10,10,"Yes, I found the assistant to be helpful in making decisions during the experiment. For example the assistant helped me navigate the trade-offs between different options by providing detailed comparisons and weighing the pros and cons. This was particularly useful when deciding between options that offered similar benefits but differed in terms of additional features, costs, or subscription requirements.",helpful,0,No,10.0
P_211,en,Male,37,White,College,Full-time,Single,Financial,SEMA,1.5,3.0,5.0,2.5,6.0,33,5,21,6.5,4.75,6.75,3.5,5.25,5.5,8,6,6,7,8,8,"Yeah honestly it did a pretty good job.  It sort of ignored my preferences a few times but once I reminded it, it explained why it was recommending the other item.  Other than that it didnt miss anything.",helpful,1,no,10.666666666666666
P_212,en,Female,33,White,Undergraduate,Full-time,Single,Financial,SEMA,1.5,3.5,5.5,4.0,5.0,33,12,22,6.0,5.25,6.0,5.25,6.0,4.75,8,8,8,8,8,8,yes it was very helpful. it gave precise answers to the questions i asked,helpful,0,,10.0
P_213,en,Female,49,White,Postgraduate,Full-time,Married,Financial,MA,6.5,0.0,6.5,7.0,6.5,44,14,41,6.5,6.0,6.5,6.5,5.5,4.75,10,10,9,10,9,10,Yes the AI assistant gave me the best choice and made me aware of the brand and its benefits,helpful,0,great study,11.0
P_214,en,Female,19,Black,College,Unemployed,Single,Financial,SEMA,1.5,0.5,5.0,3.0,6.5,8,7,20,6.5,6.75,4.25,3.75,3.75,5.25,8,8,10,6,6,8,"It was slightly helpful, but it didn't provide any mew information that I couldn't already get from the provided descriptions.",unhelpful,0,,10.666666666666666
P_215,en,Male,30,White,College,Full-time,Single,Financial,MA,6.0,1.0,4.5,7.0,7.0,41,10,27,5.5,5.25,6.25,4.5,3.75,5.5,7,7,9,1,2,8,"It did tell me the features of each option and sometimes compared the two I asked about nicely. I might have been mistakenly assuming it could remember previous prompts, so if that's the case my main gripe isn't a concern, but it was extremely frustrating to tell it I didn't want something and have it narrowed to 2 options and ask what it recommended (between the 2) and it recommends an eliminated option because of ""subscription service"" when I had already told it I was not interested in a subscription. Or technology on casual clothes. This happened MULTIPLE times. It seemed to almost be pushing certain products to me when  I could read an option that clearly was a better pick for me go unmentioned. I would've closed out of it a couple of different times if I were using it in a real shopping situation, and I am someone who uses AI daily (but not for shopping).",unhelpful,1,,10.0
P_216,en,Male,30,White,Postgraduate,Full-time,Married,Financial,SEMA,4.5,0.0,7.0,7.0,6.5,41,12,36,6.25,6.5,6.5,5.75,6.5,6.5,9,10,10,9,10,9,Yes it gave me good guidance on the options to choose,helpful,0,no,10.0
P_217,en,Female,33,White,College,Full-time,Married,Financial,SEMA,4.0,2.0,4.5,5.0,5.0,39,10,31,3.5,3.5,3.75,3.25,3.5,3.25,8,8,6,7,8,6,"no, it wasn't needed",unhelpful,0,,10.0
P_218,en,Female,27,White,Undergraduate,Part-time,Single,Financial,MA,3.0,2.5,6.5,5.5,5.5,45,11,29,7.0,6.5,6.75,6.5,6.0,7.0,9,8,6,10,10,10,The AI assistant was very helpful. It assisted me in making the right choice by providing me with detailed information about the various options.,helpful,0,The experiment was an amazing one. I had a good time.,14.666666666666666
P_219,en,Male,33,White,Undergraduate,Full-time,Married,Financial,SEMA,5.5,1.0,6.5,6.0,6.0,42,11,43,5.75,6.75,6.25,6.5,5.0,6.25,5,6,8,9,9,9,It analysed the data and gave findings.,helpful,0,,10.333333333333334
P_220,en,Male,27,White,High school,Unemployed,Single,Financial,MA,1.0,4.0,3.5,2.5,4.0,33,9,11,7.0,4.5,5.75,4.25,4.25,4.25,8,8,8,7,6,4,"I thought that they were very good at affirming my thoughts, but not so good at convincing me of any options in particular. It felt like, if I had strong opinions about one option in particular it would immediately begin to agree with me if I liked it or start to prop up the next if I didn't.",unhelpful,1,I don't have anything else in particular to add. Thank you for the opportunity!,10.0
P_221,en,Male,20,Asian,Undergraduate,Part-time,Single,Financial,SEMA,6.0,2.0,6.5,5.5,6.0,37,13,36,5.5,6.0,5.5,3.75,3.5,6.0,8,7,10,5,4,9,it was helpful but again not sure If i would fully trust AI at this level,helpful,1,AI still needs to get fully mature before some one can fully trust,10.666666666666666
P_222,en,Male,25,Black,Postgraduate,Part-time,Single,Emotional,SEMA,3.0,1.5,6.5,5.0,5.5,34,10,36,6.0,4.5,4.75,4.25,4.75,4.25,7,6,6,6,5,5,The assistant is really helpful and productive,helpful,0,,10.0
P_223,en,Male,31,Black,College,Full-time,Married,Emotional,SEMA,4.5,1.0,6.0,4.5,3.5,46,11,38,6.25,5.25,6.25,6.5,6.5,5.0,8,8,9,9,10,9,"Yes, the assistant was helpful in making decisions by providing clear insights on self-esteem improvement, balancing self-compassion and self-improvement, and fostering a positive mindset, which made the decision-making process easier and enjoyable.",helpful,0,,10.0
